statsborgerskab	køn	alder	oprindelsesland	2006	2007	2008	2009	2010	2011	2012	2013
Udenlandsk	Kvinder	80-89 år	Gabon	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	80-89 år	Gambia	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	80-89 år	Ghana	0	0	1	1	1	3	3	1
Udenlandsk	Kvinder	80-89 år	Guinea	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	80-89 år	Guinea-Bissau	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	80-89 år	Kap Verde	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	80-89 år	Kenya	1	1	0	0	0	0	0	1
Udenlandsk	Kvinder	80-89 år	Lesotho	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	80-89 år	Liberia	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	80-89 år	Libyen	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	80-89 år	Madagaskar	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	80-89 år	Malawi	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	80-89 år	Mali	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	80-89 år	Marokko	10	11	12	11	10	12	15	14
Udenlandsk	Kvinder	80-89 år	Mauretanien	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	80-89 år	Mauritius	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	80-89 år	Mozambique	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	80-89 år	Namibia	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	80-89 år	Niger	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	80-89 år	Nigeria	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	80-89 år	Reunion	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	80-89 år	Rwanda	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	80-89 år	Sao Tome og Principe	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	80-89 år	Senegal	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	80-89 år	Seychellerne	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	80-89 år	Sierra Leone	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	80-89 år	Somalia	12	13	17	22	32	47	51	57
Udenlandsk	Kvinder	80-89 år	Spanske besiddelser i Afrika	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	80-89 år	Skt. Helena	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	80-89 år	Sudan	1	0	0	0	0	0	0	0
Udenlandsk	Kvinder	80-89 år	Eswantini	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	80-89 år	Sydafrika	1	1	2	2	2	2	2	3
Udenlandsk	Kvinder	80-89 år	Sydsudan	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	80-89 år	Sydvestafrika	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	80-89 år	Tanzania	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	80-89 år	Tchad	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	80-89 år	Togo	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	80-89 år	Tunesien	0	1	1	1	1	1	1	1
Udenlandsk	Kvinder	80-89 år	Uganda	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	80-89 år	Zambia	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	80-89 år	Zimbabwe	1	1	1	1	1	1	1	1
Udenlandsk	Kvinder	80-89 år	Ækvatorialguinea	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	80-89 år	Afrika uoplyst	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	80-89 år	Canada	7	7	9	13	12	13	12	15
Udenlandsk	Kvinder	80-89 år	USA	28	30	31	38	40	38	46	49
Udenlandsk	Kvinder	80-89 år	Nordamerika uoplyst	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	80-89 år	Antigua og Barbuda	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	80-89 år	Argentina	3	3	3	2	2	2	2	2
Udenlandsk	Kvinder	80-89 år	Aruba	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	80-89 år	Bahamas	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	80-89 år	Barbados	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	80-89 år	Belize	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	80-89 år	Bermuda	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	80-89 år	Bolivia	0	0	0	0	0	0	1	0
Udenlandsk	Kvinder	80-89 år	Brasilien	0	0	0	0	0	2	4	4
Udenlandsk	Kvinder	80-89 år	Britisk Vestindien	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	80-89 år	Chile	4	3	1	1	1	3	4	4
Udenlandsk	Kvinder	80-89 år	Colombia	0	0	0	0	0	1	1	1
Udenlandsk	Kvinder	80-89 år	Costa Rica	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	80-89 år	Cuba	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	80-89 år	Curacao	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	80-89 år	Dominica	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	80-89 år	Dominikanske Republik	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	80-89 år	Ecuador	1	1	1	1	1	1	0	0
Udenlandsk	Kvinder	80-89 år	El Salvador	0	1	1	1	1	1	1	1
Udenlandsk	Kvinder	80-89 år	Falklandsøerne	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	80-89 år	Fransk Guyana	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	80-89 år	Fransk Vestindien	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	80-89 år	Grenada	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	80-89 år	Guadeloupe	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	80-89 år	Guatemala	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	80-89 år	Guyana	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	80-89 år	Haiti	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	80-89 år	Nederlandske Antiller	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	80-89 år	Honduras	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	80-89 år	Jamaica	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	80-89 år	Martinique	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	80-89 år	Mexico	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	80-89 år	Nauru	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	80-89 år	Nicaragua	1	0	0	0	0	0	0	0
Udenlandsk	Kvinder	80-89 år	Panama	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	80-89 år	Paraguay	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	80-89 år	Peru	3	3	4	5	6	6	4	5
Udenlandsk	Kvinder	80-89 år	Puerto Rico	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	80-89 år	Skt. Kitts og Nevis	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	80-89 år	Skt. Lucia	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	80-89 år	Skt. Vincent og Grenadinerne	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	80-89 år	Surinam	0	0	0	1	1	1	1	1
Udenlandsk	Kvinder	80-89 år	Trinidad og Tobago	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	80-89 år	Uruguay	1	1	1	1	1	1	1	1
Udenlandsk	Kvinder	80-89 år	Venezuela	0	0	0	0	0	0	0	1
Udenlandsk	Kvinder	80-89 år	Vestindiske Øer	0	0	0	1	1	1	1	1
Udenlandsk	Kvinder	80-89 år	Syd- og Mellemamerika uoplyst	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	80-89 år	Abu Dhabi	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	80-89 år	Afghanistan	7	7	11	13	15	20	25	31
Udenlandsk	Kvinder	80-89 år	Armenien	1	1	0	2	2	2	1	1
Udenlandsk	Kvinder	80-89 år	Aserbajdsjan	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	80-89 år	Bahrain	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	80-89 år	Bangladesh	0	0	0	0	0	2	2	2
Udenlandsk	Kvinder	80-89 år	Bhutan	0	0	0	0	0	0	1	2
Udenlandsk	Kvinder	80-89 år	Brunei	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	80-89 år	Cambodja	0	0	0	1	2	2	2	1
Udenlandsk	Kvinder	80-89 år	Dubai	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	80-89 år	Filippinerne	13	13	16	15	18	15	12	15
Udenlandsk	Kvinder	80-89 år	Forenede Arabiske Emirater	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	80-89 år	Georgien	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	80-89 år	Hongkong	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	80-89 år	Indien	11	9	11	10	10	11	11	12
Udenlandsk	Kvinder	80-89 år	Indokina	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	80-89 år	Indonesien	1	2	2	3	3	4	3	2
Udenlandsk	Kvinder	80-89 år	Irak	21	24	32	34	33	39	42	50
Udenlandsk	Kvinder	80-89 år	Iran	44	46	47	49	54	71	67	67
Udenlandsk	Kvinder	80-89 år	Israel	3	5	6	8	9	9	5	6
Udenlandsk	Kvinder	80-89 år	Japan	2	2	2	2	3	3	4	8
Udenlandsk	Kvinder	80-89 år	Jordan	1	1	1	1	1	2	3	4
Udenlandsk	Kvinder	80-89 år	Kasakhstan	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	80-89 år	Kina	21	19	17	20	23	25	29	24
Udenlandsk	Kvinder	80-89 år	Kirgisistan	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	80-89 år	Kuwait	0	0	1	1	0	0	0	0
Udenlandsk	Kvinder	80-89 år	Laos	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	80-89 år	Libanon	13	19	19	26	28	32	30	29
Udenlandsk	Kvinder	80-89 år	Macao	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	80-89 år	Malaysia	0	1	1	1	1	1	1	1
Udenlandsk	Kvinder	80-89 år	Maldiverne	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	80-89 år	Mellemøsten uoplyst	9	11	8	8	10	15	17	18
Udenlandsk	Kvinder	80-89 år	Mongoliet	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	80-89 år	Myanmar	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	80-89 år	Nepal	0	0	0	0	0	0	0	1
Udenlandsk	Kvinder	80-89 år	Nordkorea	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	80-89 år	Oman	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	80-89 år	Pakistan	17	19	18	19	21	21	22	26
Udenlandsk	Kvinder	80-89 år	Vestbredden og Gaza	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	80-89 år	Qatar	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	80-89 år	Saudi-Arabien	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	80-89 år	Sikkim	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	80-89 år	Singapore	0	0	0	0	0	0	1	1
Udenlandsk	Kvinder	80-89 år	Sri Lanka	20	26	35	42	49	56	58	54
Udenlandsk	Kvinder	80-89 år	Sydkorea	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	80-89 år	Syrien	3	3	4	5	4	3	3	3
Udenlandsk	Kvinder	80-89 år	Tadsjikistan	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	80-89 år	Taiwan	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	80-89 år	Thailand	0	1	1	2	4	5	6	6
Udenlandsk	Kvinder	80-89 år	Trucial Oman	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	80-89 år	Turkmenistan	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	80-89 år	Usbekistan	1	1	1	0	1	1	1	1
Udenlandsk	Kvinder	80-89 år	Vietnam	73	72	79	94	100	112	94	92
Udenlandsk	Kvinder	80-89 år	Nordyemen	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	80-89 år	Yemen	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	80-89 år	Asien uoplyst	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	80-89 år	Australien	4	4	3	2	1	1	2	2
Udenlandsk	Kvinder	80-89 år	Cookøerne	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	80-89 år	Fiji	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	80-89 år	Franske besiddelser i Stillehavet	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	80-89 år	Kiribati	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	80-89 år	Marshalløerne	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	80-89 år	New Zealand	0	0	0	0	0	1	2	2
Udenlandsk	Kvinder	80-89 år	Papua Ny Guinea	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	80-89 år	Salomonøerne	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	80-89 år	Samoa	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	80-89 år	Tonga	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	80-89 år	Tuvalu	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	80-89 år	Vanuatu	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	80-89 år	Østtimor	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	80-89 år	Øer i Stillehavet	0	0	0	0	1	1	1	1
Udenlandsk	Kvinder	80-89 år	Statsløs	4	4	4	4	3	3	3	5
Udenlandsk	Kvinder	80-89 år	Uoplyst	3	5	3	7	4	4	3	2
Udenlandsk	Kvinder	90-99 år	Danmark	0	0	0	1	1	3	3	3
Udenlandsk	Kvinder	90-99 år	Albanien	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	90-99 år	Andorra	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	90-99 år	Belgien	0	0	1	1	1	1	1	1
Udenlandsk	Kvinder	90-99 år	Bosnien-Hercegovina	8	8	7	5	6	12	13	13
Udenlandsk	Kvinder	90-99 år	Bulgarien	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	90-99 år	Cypern	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	90-99 år	Estland	0	0	0	0	0	0	0	1
Udenlandsk	Kvinder	90-99 år	Finland	2	2	2	2	3	4	4	3
Udenlandsk	Kvinder	90-99 år	Frankrig	1	0	0	1	1	1	3	3
Udenlandsk	Kvinder	90-99 år	Grækenland	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	90-99 år	Belarus	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	90-99 år	Irland	0	0	0	0	0	1	1	0
Udenlandsk	Kvinder	90-99 år	Island	2	2	2	2	2	3	2	3
Udenlandsk	Kvinder	90-99 år	Italien	5	5	3	2	2	3	1	1
Udenlandsk	Kvinder	90-99 år	Jugoslavien	1	1	0	0	2	2	0	0
Udenlandsk	Kvinder	90-99 år	Jugoslavien, Forbundsrepublikken	0	0	1	1	1	1	0	1
Udenlandsk	Kvinder	90-99 år	Kosovo	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	90-99 år	Kroatien	1	1	1	0	0	0	0	0
Udenlandsk	Kvinder	90-99 år	Letland	0	0	0	0	0	0	1	1
Udenlandsk	Kvinder	90-99 år	Liechtenstein	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	90-99 år	Litauen	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	90-99 år	Luxembourg	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	90-99 år	Nordmakedonien	0	0	0	1	2	2	2	3
Udenlandsk	Kvinder	90-99 år	Malta	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	90-99 år	Moldova	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	90-99 år	Monaco	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	90-99 år	Montenegro	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	90-99 år	Nederlandene	2	2	2	1	2	2	3	4
Udenlandsk	Kvinder	90-99 år	Nordirland	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	90-99 år	Norge	10	8	13	15	16	21	24	24
Udenlandsk	Kvinder	90-99 år	Polen	8	7	3	4	4	5	4	5
Udenlandsk	Kvinder	90-99 år	Portugal	0	1	2	1	0	0	0	0
Udenlandsk	Kvinder	90-99 år	Rumænien	1	1	1	1	1	1	1	0
Udenlandsk	Kvinder	90-99 år	Rusland	0	0	0	0	0	2	2	2
Udenlandsk	Kvinder	90-99 år	San Marino	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	90-99 år	Schweiz	0	1	1	1	1	2	3	2
Udenlandsk	Kvinder	90-99 år	Serbien	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	90-99 år	Serbien og Montenegro	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	90-99 år	Slovakiet	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	90-99 år	Slovenien	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	90-99 år	Sovjetunionen	2	3	3	3	2	1	1	1
Udenlandsk	Kvinder	90-99 år	Spanien	0	0	0	0	0	1	1	1
Udenlandsk	Kvinder	90-99 år	Storbritannien	12	10	8	11	5	6	11	11
Udenlandsk	Kvinder	90-99 år	Sverige	26	33	26	32	27	35	36	35
Udenlandsk	Kvinder	90-99 år	Tjekkiet	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	90-99 år	Tjekkoslovakiet	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	90-99 år	Tyrkiet	4	3	4	3	3	5	4	6
Udenlandsk	Kvinder	90-99 år	DDR	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	90-99 år	Tyskland	18	18	19	18	15	20	21	25
Udenlandsk	Kvinder	90-99 år	Ukraine	0	0	0	0	0	0	1	1
Udenlandsk	Kvinder	90-99 år	Ungarn	0	0	0	0	0	1	0	0
Udenlandsk	Kvinder	90-99 år	Vatikanstaten	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	90-99 år	Østrig	1	1	1	1	1	0	1	1
Udenlandsk	Kvinder	90-99 år	Europa uoplyst	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	90-99 år	Algeriet	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	90-99 år	Angola	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	90-99 år	Benin	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	90-99 år	Botswana	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	90-99 år	Burkina Faso	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	90-99 år	Burundi	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	90-99 år	Cameroun	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	90-99 år	Centralafrikanske Republik	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	90-99 år	Comorerne	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	90-99 år	Congo, Demokratiske Republik	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	90-99 år	Congo, Republikken	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	90-99 år	Djibouti	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	90-99 år	Egypten	1	0	0	0	0	0	0	0
Udenlandsk	Kvinder	90-99 år	Elfenbenskysten	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	90-99 år	Eritrea	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	90-99 år	Etiopien	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	90-99 år	Gabon	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	90-99 år	Gambia	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	90-99 år	Ghana	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	90-99 år	Guinea	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	90-99 år	Guinea-Bissau	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	90-99 år	Kap Verde	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	90-99 år	Kenya	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	90-99 år	Lesotho	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	90-99 år	Liberia	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	90-99 år	Libyen	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	90-99 år	Madagaskar	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	90-99 år	Malawi	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	90-99 år	Mali	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	90-99 år	Marokko	0	0	1	2	2	2	2	1
Udenlandsk	Kvinder	90-99 år	Mauretanien	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	90-99 år	Mauritius	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	90-99 år	Mozambique	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	90-99 år	Namibia	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	90-99 år	Niger	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	90-99 år	Nigeria	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	90-99 år	Reunion	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	90-99 år	Rwanda	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	90-99 år	Sao Tome og Principe	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	90-99 år	Senegal	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	90-99 år	Seychellerne	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	90-99 år	Sierra Leone	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	90-99 år	Somalia	1	1	2	2	2	3	3	4
Udenlandsk	Kvinder	90-99 år	Spanske besiddelser i Afrika	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	90-99 år	Skt. Helena	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	90-99 år	Sudan	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	90-99 år	Eswantini	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	90-99 år	Sydafrika	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	90-99 år	Sydsudan	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	90-99 år	Sydvestafrika	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	90-99 år	Tanzania	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	90-99 år	Tchad	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	90-99 år	Togo	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	90-99 år	Tunesien	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	90-99 år	Uganda	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	90-99 år	Zambia	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	90-99 år	Zimbabwe	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	90-99 år	Ækvatorialguinea	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	90-99 år	Afrika uoplyst	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	90-99 år	Canada	2	1	0	0	1	2	3	4
Udenlandsk	Kvinder	90-99 år	USA	7	5	5	5	5	7	7	10
Udenlandsk	Kvinder	90-99 år	Nordamerika uoplyst	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	90-99 år	Antigua og Barbuda	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	90-99 år	Argentina	2	2	2	2	2	1	1	1
Udenlandsk	Kvinder	90-99 år	Aruba	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	90-99 år	Bahamas	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	90-99 år	Barbados	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	90-99 år	Belize	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	90-99 år	Bermuda	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	90-99 år	Bolivia	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	90-99 år	Brasilien	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	90-99 år	Britisk Vestindien	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	90-99 år	Chile	1	1	1	0	0	1	1	1
Udenlandsk	Kvinder	90-99 år	Colombia	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	90-99 år	Costa Rica	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	90-99 år	Cuba	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	90-99 år	Curacao	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	90-99 år	Dominica	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	90-99 år	Dominikanske Republik	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	90-99 år	Ecuador	0	0	0	0	0	0	1	1
Udenlandsk	Kvinder	90-99 år	El Salvador	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	90-99 år	Falklandsøerne	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	90-99 år	Fransk Guyana	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	90-99 år	Fransk Vestindien	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	90-99 år	Grenada	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	90-99 år	Guadeloupe	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	90-99 år	Guatemala	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	90-99 år	Guyana	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	90-99 år	Haiti	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	90-99 år	Nederlandske Antiller	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	90-99 år	Honduras	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	90-99 år	Jamaica	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	90-99 år	Martinique	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	90-99 år	Mexico	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	90-99 år	Nauru	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	90-99 år	Nicaragua	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	90-99 år	Panama	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	90-99 år	Paraguay	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	90-99 år	Peru	0	0	0	0	1	1	0	0
Udenlandsk	Kvinder	90-99 år	Puerto Rico	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	90-99 år	Skt. Kitts og Nevis	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	90-99 år	Skt. Lucia	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	90-99 år	Skt. Vincent og Grenadinerne	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	90-99 år	Surinam	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	90-99 år	Trinidad og Tobago	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	90-99 år	Uruguay	1	1	1	0	0	0	0	0
