statsborgerskab	køn	alder	oprindelsesland	2006	2007	2008	2009	2010	2011	2012	2013
Udenlandsk	Kvinder	90-99 år	Venezuela	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	90-99 år	Vestindiske Øer	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	90-99 år	Syd- og Mellemamerika uoplyst	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	90-99 år	Abu Dhabi	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	90-99 år	Afghanistan	4	4	4	2	1	2	2	1
Udenlandsk	Kvinder	90-99 år	Armenien	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	90-99 år	Aserbajdsjan	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	90-99 år	Bahrain	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	90-99 år	Bangladesh	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	90-99 år	Bhutan	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	90-99 år	Brunei	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	90-99 år	Cambodja	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	90-99 år	Dubai	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	90-99 år	Filippinerne	1	1	1	3	3	4	3	3
Udenlandsk	Kvinder	90-99 år	Forenede Arabiske Emirater	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	90-99 år	Georgien	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	90-99 år	Hongkong	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	90-99 år	Indien	2	2	1	1	1	1	1	2
Udenlandsk	Kvinder	90-99 år	Indokina	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	90-99 år	Indonesien	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	90-99 år	Irak	6	6	6	3	3	3	1	3
Udenlandsk	Kvinder	90-99 år	Iran	3	4	4	4	4	3	4	7
Udenlandsk	Kvinder	90-99 år	Israel	0	0	0	0	0	0	1	1
Udenlandsk	Kvinder	90-99 år	Japan	1	1	0	0	0	0	0	0
Udenlandsk	Kvinder	90-99 år	Jordan	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	90-99 år	Kasakhstan	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	90-99 år	Kina	0	2	2	3	4	4	4	5
Udenlandsk	Kvinder	90-99 år	Kirgisistan	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	90-99 år	Kuwait	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	90-99 år	Laos	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	90-99 år	Libanon	1	1	1	2	2	3	3	4
Udenlandsk	Kvinder	90-99 år	Macao	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	90-99 år	Malaysia	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	90-99 år	Maldiverne	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	90-99 år	Mellemøsten uoplyst	1	1	1	1	0	0	0	2
Udenlandsk	Kvinder	90-99 år	Mongoliet	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	90-99 år	Myanmar	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	90-99 år	Nepal	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	90-99 år	Nordkorea	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	90-99 år	Oman	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	90-99 år	Pakistan	1	1	1	0	0	0	1	2
Udenlandsk	Kvinder	90-99 år	Vestbredden og Gaza	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	90-99 år	Qatar	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	90-99 år	Saudi-Arabien	1	1	1	1	1	1	1	1
Udenlandsk	Kvinder	90-99 år	Sikkim	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	90-99 år	Singapore	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	90-99 år	Sri Lanka	1	2	2	3	3	3	4	3
Udenlandsk	Kvinder	90-99 år	Sydkorea	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	90-99 år	Syrien	0	0	0	0	0	0	0	1
Udenlandsk	Kvinder	90-99 år	Tadsjikistan	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	90-99 år	Taiwan	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	90-99 år	Thailand	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	90-99 år	Trucial Oman	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	90-99 år	Turkmenistan	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	90-99 år	Usbekistan	0	0	0	1	1	1	0	0
Udenlandsk	Kvinder	90-99 år	Vietnam	5	6	7	8	9	13	15	17
Udenlandsk	Kvinder	90-99 år	Nordyemen	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	90-99 år	Yemen	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	90-99 år	Asien uoplyst	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	90-99 år	Australien	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	90-99 år	Cookøerne	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	90-99 år	Fiji	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	90-99 år	Franske besiddelser i Stillehavet	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	90-99 år	Kiribati	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	90-99 år	Marshalløerne	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	90-99 år	New Zealand	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	90-99 år	Papua Ny Guinea	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	90-99 år	Salomonøerne	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	90-99 år	Samoa	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	90-99 år	Tonga	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	90-99 år	Tuvalu	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	90-99 år	Vanuatu	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	90-99 år	Østtimor	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	90-99 år	Øer i Stillehavet	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	90-99 år	Statsløs	0	0	0	0	0	1	2	2
Udenlandsk	Kvinder	90-99 år	Uoplyst	1	1	1	0	1	0	0	0
Udenlandsk	Kvinder	100-109 år	Danmark	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	100-109 år	Albanien	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	100-109 år	Andorra	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	100-109 år	Belgien	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	100-109 år	Bosnien-Hercegovina	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	100-109 år	Bulgarien	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	100-109 år	Cypern	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	100-109 år	Estland	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	100-109 år	Finland	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	100-109 år	Frankrig	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	100-109 år	Grækenland	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	100-109 år	Belarus	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	100-109 år	Irland	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	100-109 år	Island	0	0	1	1	1	0	0	0
Udenlandsk	Kvinder	100-109 år	Italien	0	0	0	1	1	1	0	0
Udenlandsk	Kvinder	100-109 år	Jugoslavien	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	100-109 år	Jugoslavien, Forbundsrepublikken	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	100-109 år	Kosovo	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	100-109 år	Kroatien	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	100-109 år	Letland	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	100-109 år	Liechtenstein	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	100-109 år	Litauen	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	100-109 år	Luxembourg	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	100-109 år	Nordmakedonien	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	100-109 år	Malta	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	100-109 år	Moldova	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	100-109 år	Monaco	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	100-109 år	Montenegro	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	100-109 år	Nederlandene	0	0	0	0	0	0	0	1
Udenlandsk	Kvinder	100-109 år	Nordirland	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	100-109 år	Norge	1	2	2	1	1	0	0	0
Udenlandsk	Kvinder	100-109 år	Polen	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	100-109 år	Portugal	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	100-109 år	Rumænien	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	100-109 år	Rusland	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	100-109 år	San Marino	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	100-109 år	Schweiz	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	100-109 år	Serbien	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	100-109 år	Serbien og Montenegro	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	100-109 år	Slovakiet	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	100-109 år	Slovenien	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	100-109 år	Sovjetunionen	0	0	0	1	1	1	1	1
Udenlandsk	Kvinder	100-109 år	Spanien	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	100-109 år	Storbritannien	0	0	0	0	2	1	1	1
Udenlandsk	Kvinder	100-109 år	Sverige	0	0	0	0	1	2	2	2
Udenlandsk	Kvinder	100-109 år	Tjekkiet	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	100-109 år	Tjekkoslovakiet	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	100-109 år	Tyrkiet	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	100-109 år	DDR	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	100-109 år	Tyskland	0	0	0	1	3	4	3	4
Udenlandsk	Kvinder	100-109 år	Ukraine	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	100-109 år	Ungarn	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	100-109 år	Vatikanstaten	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	100-109 år	Østrig	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	100-109 år	Europa uoplyst	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	100-109 år	Algeriet	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	100-109 år	Angola	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	100-109 år	Benin	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	100-109 år	Botswana	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	100-109 år	Burkina Faso	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	100-109 år	Burundi	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	100-109 år	Cameroun	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	100-109 år	Centralafrikanske Republik	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	100-109 år	Comorerne	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	100-109 år	Congo, Demokratiske Republik	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	100-109 år	Congo, Republikken	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	100-109 år	Djibouti	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	100-109 år	Egypten	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	100-109 år	Elfenbenskysten	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	100-109 år	Eritrea	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	100-109 år	Etiopien	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	100-109 år	Gabon	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	100-109 år	Gambia	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	100-109 år	Ghana	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	100-109 år	Guinea	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	100-109 år	Guinea-Bissau	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	100-109 år	Kap Verde	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	100-109 år	Kenya	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	100-109 år	Lesotho	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	100-109 år	Liberia	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	100-109 år	Libyen	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	100-109 år	Madagaskar	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	100-109 år	Malawi	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	100-109 år	Mali	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	100-109 år	Marokko	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	100-109 år	Mauretanien	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	100-109 år	Mauritius	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	100-109 år	Mozambique	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	100-109 år	Namibia	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	100-109 år	Niger	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	100-109 år	Nigeria	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	100-109 år	Reunion	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	100-109 år	Rwanda	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	100-109 år	Sao Tome og Principe	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	100-109 år	Senegal	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	100-109 år	Seychellerne	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	100-109 år	Sierra Leone	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	100-109 år	Somalia	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	100-109 år	Spanske besiddelser i Afrika	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	100-109 år	Skt. Helena	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	100-109 år	Sudan	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	100-109 år	Eswantini	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	100-109 år	Sydafrika	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	100-109 år	Sydsudan	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	100-109 år	Sydvestafrika	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	100-109 år	Tanzania	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	100-109 år	Tchad	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	100-109 år	Togo	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	100-109 år	Tunesien	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	100-109 år	Uganda	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	100-109 år	Zambia	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	100-109 år	Zimbabwe	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	100-109 år	Ækvatorialguinea	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	100-109 år	Afrika uoplyst	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	100-109 år	Canada	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	100-109 år	USA	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	100-109 år	Nordamerika uoplyst	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	100-109 år	Antigua og Barbuda	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	100-109 år	Argentina	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	100-109 år	Aruba	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	100-109 år	Bahamas	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	100-109 år	Barbados	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	100-109 år	Belize	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	100-109 år	Bermuda	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	100-109 år	Bolivia	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	100-109 år	Brasilien	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	100-109 år	Britisk Vestindien	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	100-109 år	Chile	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	100-109 år	Colombia	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	100-109 år	Costa Rica	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	100-109 år	Cuba	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	100-109 år	Curacao	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	100-109 år	Dominica	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	100-109 år	Dominikanske Republik	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	100-109 år	Ecuador	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	100-109 år	El Salvador	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	100-109 år	Falklandsøerne	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	100-109 år	Fransk Guyana	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	100-109 år	Fransk Vestindien	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	100-109 år	Grenada	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	100-109 år	Guadeloupe	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	100-109 år	Guatemala	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	100-109 år	Guyana	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	100-109 år	Haiti	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	100-109 år	Nederlandske Antiller	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	100-109 år	Honduras	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	100-109 år	Jamaica	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	100-109 år	Martinique	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	100-109 år	Mexico	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	100-109 år	Nauru	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	100-109 år	Nicaragua	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	100-109 år	Panama	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	100-109 år	Paraguay	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	100-109 år	Peru	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	100-109 år	Puerto Rico	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	100-109 år	Skt. Kitts og Nevis	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	100-109 år	Skt. Lucia	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	100-109 år	Skt. Vincent og Grenadinerne	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	100-109 år	Surinam	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	100-109 år	Trinidad og Tobago	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	100-109 år	Uruguay	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	100-109 år	Venezuela	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	100-109 år	Vestindiske Øer	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	100-109 år	Syd- og Mellemamerika uoplyst	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	100-109 år	Abu Dhabi	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	100-109 år	Afghanistan	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	100-109 år	Armenien	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	100-109 år	Aserbajdsjan	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	100-109 år	Bahrain	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	100-109 år	Bangladesh	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	100-109 år	Bhutan	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	100-109 år	Brunei	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	100-109 år	Cambodja	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	100-109 år	Dubai	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	100-109 år	Filippinerne	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	100-109 år	Forenede Arabiske Emirater	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	100-109 år	Georgien	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	100-109 år	Hongkong	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	100-109 år	Indien	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	100-109 år	Indokina	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	100-109 år	Indonesien	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	100-109 år	Irak	0	0	0	0	0	1	1	1
Udenlandsk	Kvinder	100-109 år	Iran	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	100-109 år	Israel	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	100-109 år	Japan	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	100-109 år	Jordan	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	100-109 år	Kasakhstan	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	100-109 år	Kina	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	100-109 år	Kirgisistan	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	100-109 år	Kuwait	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	100-109 år	Laos	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	100-109 år	Libanon	0	0	1	1	0	0	0	0
Udenlandsk	Kvinder	100-109 år	Macao	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	100-109 år	Malaysia	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	100-109 år	Maldiverne	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	100-109 år	Mellemøsten uoplyst	0	0	0	0	1	1	0	0
Udenlandsk	Kvinder	100-109 år	Mongoliet	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	100-109 år	Myanmar	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	100-109 år	Nepal	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	100-109 år	Nordkorea	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	100-109 år	Oman	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	100-109 år	Pakistan	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	100-109 år	Vestbredden og Gaza	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	100-109 år	Qatar	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	100-109 år	Saudi-Arabien	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	100-109 år	Sikkim	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	100-109 år	Singapore	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	100-109 år	Sri Lanka	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	100-109 år	Sydkorea	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	100-109 år	Syrien	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	100-109 år	Tadsjikistan	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	100-109 år	Taiwan	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	100-109 år	Thailand	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	100-109 år	Trucial Oman	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	100-109 år	Turkmenistan	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	100-109 år	Usbekistan	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	100-109 år	Vietnam	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	100-109 år	Nordyemen	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	100-109 år	Yemen	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	100-109 år	Asien uoplyst	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	100-109 år	Australien	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	100-109 år	Cookøerne	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	100-109 år	Fiji	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	100-109 år	Franske besiddelser i Stillehavet	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	100-109 år	Kiribati	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	100-109 år	Marshalløerne	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	100-109 år	New Zealand	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	100-109 år	Papua Ny Guinea	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	100-109 år	Salomonøerne	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	100-109 år	Samoa	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	100-109 år	Tonga	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	100-109 år	Tuvalu	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	100-109 år	Vanuatu	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	100-109 år	Østtimor	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	100-109 år	Øer i Stillehavet	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	100-109 år	Statsløs	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	100-109 år	Uoplyst	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	110 år +	Danmark	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	110 år +	Albanien	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	110 år +	Andorra	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	110 år +	Belgien	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	110 år +	Bosnien-Hercegovina	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	110 år +	Bulgarien	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	110 år +	Cypern	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	110 år +	Estland	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	110 år +	Finland	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	110 år +	Frankrig	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	110 år +	Grækenland	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	110 år +	Belarus	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	110 år +	Irland	0	0	0	0	0	0	0	0
Udenlandsk	Kvinder	110 år +	Island	0	0	0	0	0	0	0	0
