unit	ownership	district	1991	1992	1993	1994	1995	1996	1997	1998	1999	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	2016	2017	2018	2019	2020	2021
Total square meters occupied dwellings	Non-profit housing	Polling area - 3. Syd	58315.0	58545.0	58545.0	67070.0	67012.0	67012.0	68603.0	68603.0	68603.0	68603.0	70331.0	70331.0	70331.0	70391.0	70449.0	70449.0	70449.0	70449.0	70449.0	70449.0	70449.0	70449.0	70449.0	70488.0	70488.0	70488.0	70488.0	70488.0	70488.0	70488.0	70488.0
Total square meters occupied dwellings	Non-profit housing	Polling area - 3. Øst	34958.0	36424.0	37177.0	38231.0	38231.0	38231.0	39591.0	39591.0	39484.0	39488.0	39488.0	39499.0	39499.0	39499.0	39499.0	41592.0	41600.0	41585.0	41585.0	41585.0	41540.0	26186.0	26186.0	26186.0	26186.0	26186.0	26186.0	26186.0	26217.0	26262.0	26262.0
Total square meters occupied dwellings	Non-profit housing	Polling area - 4. Sundbyøster	141149.0	110873.0	110873.0	118624.0	118503.0	114532.0	118525.0	126586.0	126586.0	128242.0	128198.0	128198.0	128198.0	128198.0	128212.0	112587.0	112643.0	104833.0	113885.0	114112.0	114476.0	116367.0	116445.0	116460.0	116460.0	116460.0	116460.0	116500.0	126103.0	126103.0	128211.0
Total square meters occupied dwellings	Non-profit housing	Polling area - 4. Nord	105862.0	110917.0	111009.0	111243.0	117903.0	122221.0	122672.0	122672.0	122672.0	122672.0	122672.0	122672.0	123002.0	123083.0	122753.0	126209.0	126305.0	126305.0	124093.0	124093.0	124093.0	124090.0	124090.0	124096.0	124096.0	124096.0	124096.0	124096.0	124096.0	124096.0	127063.0
Total square meters occupied dwellings	Non-profit housing	Polling area - 4. Syd	13155.0	13155.0	13155.0	13155.0	13155.0	14623.0	14623.0	32831.0	32831.0	32831.0	32831.0	32831.0	32831.0	32831.0	32831.0	32831.0	32831.0	32831.0	32831.0	32831.0	32831.0	35542.0	35542.0	35542.0	35542.0	35542.0	36966.0	36966.0	36966.0	36966.0	36966.0
Total square meters occupied dwellings	Non-profit housing	Polling area - 4. Øst	19307.0	23731.0	23783.0	24174.0	23783.0	24066.0	24063.0	23968.0	23968.0	26221.0	39370.0	39370.0	39478.0	39478.0	39478.0	39478.0	39478.0	39478.0	39478.0	39478.0	39478.0	40199.0	40199.0	40309.0	38756.0	38756.0	38659.0	39113.0	39113.0	39113.0	39256.0
Total square meters occupied dwellings	Non-profit housing	Polling area - 5. Nørrebro	71232.0	92920.0	92920.0	92980.0	93046.0	92980.0	94330.0	94330.0	94305.0	94305.0	94305.0	94305.0	98410.0	99028.0	98958.0	99007.0	99007.0	99007.0	99007.0	99007.0	99007.0	99007.0	99007.0	99011.0	99014.0	99231.0	99268.0	99928.0	101302.0	101302.0	101302.0
Total square meters occupied dwellings	Non-profit housing	Polling area - 5. Nord	76063.0	97106.0	97115.0	97048.0	107901.0	106852.0	106852.0	106862.0	106862.0	106917.0	106917.0	106917.0	106917.0	106917.0	106961.0	112571.0	101691.0	112671.0	112671.0	112671.0	112671.0	112674.0	112605.0	112715.0	112715.0	110833.0	110833.0	110833.0	114178.0	114247.0	115989.0
Total square meters occupied dwellings	Non-profit housing	Polling area - 5. Nørrebrohallen	155411.0	162164.0	162215.0	162247.0	162227.0	162143.0	162938.0	167699.0	167699.0	167752.0	167752.0	167752.0	167752.0	167752.0	167783.0	175161.0	175520.0	179763.0	135082.0	179763.0	135082.0	179763.0	179756.0	179651.0	179651.0	179651.0	179735.0	193754.0	193754.0	193924.0	193754.0
Total square meters occupied dwellings	Non-profit housing	Polling area - 5. Syd	91385.0	91535.0	91545.0	91545.0	92651.0	93015.0	93015.0	94023.0	94023.0	94025.0	94025.0	94025.0	86615.0	86615.0	87369.0	91292.0	91332.0	91332.0	91332.0	91332.0	91332.0	91429.0	91429.0	92105.0	92106.0	92188.0	92188.0	92315.0	92315.0	92238.0	92238.0
Total square meters occupied dwellings	Non-profit housing	Polling area - 5. Øst	0.0	714.0	714.0	7697.0	8142.0	17718.0	17718.0	17718.0	17718.0	17718.0	15938.0	15938.0	16971.0	16973.0	18753.0	19783.0	14580.0	19783.0	19783.0	19783.0	19783.0	19783.0	19783.0	20286.0	35972.0	35972.0	35972.0	36566.0	36566.0	36566.0	36566.0
Total square meters occupied dwellings	Non-profit housing	Polling area - 5. Vest	48570.0	52103.0	52103.0	54775.0	54754.0	54754.0	54754.0	54754.0	54675.0	54675.0	54691.0	54691.0	54691.0	54691.0	54691.0	54691.0	54691.0	54691.0	54691.0	54691.0	54691.0	55669.0	55669.0	55697.0	55705.0	55705.0	55705.0	55886.0	55886.0	55886.0	55856.0
Total square meters occupied dwellings	Non-profit housing	Polling area - 5. Nordvest	90845.0	90845.0	90845.0	90845.0	90194.0	90194.0	90235.0	90235.0	90235.0	90235.0	90235.0	91159.0	91159.0	91159.0	91159.0	91159.0	91159.0	91159.0	91159.0	91159.0	91159.0	91140.0	91182.0	91179.0	91179.0	91595.0	91813.0	91606.0	91695.0	91695.0	91695.0
Total square meters occupied dwellings	Non-profit housing	Polling area - 6. Bispebjerg	133073.0	132918.0	132848.0	132991.0	139505.0	139428.0	139458.0	139455.0	139516.0	139516.0	139516.0	138625.0	139876.0	139882.0	139882.0	139882.0	145639.0	149152.0	149152.0	149083.0	149083.0	145639.0	149083.0	149083.0	149083.0	149148.0	149177.0	155376.0	155406.0	155407.0	155407.0
Total square meters occupied dwellings	Non-profit housing	Polling area - 6. Vest	53840.0	53829.0	54012.0	74291.0	73916.0	81000.0	108565.0	108565.0	109869.0	108716.0	108546.0	108689.0	108755.0	108716.0	108700.0	112973.0	112973.0	112818.0	112818.0	92813.0	112818.0	112596.0	112596.0	116887.0	117924.0	117927.0	117963.0	118174.0	118174.0	118174.0	118174.0
Total square meters occupied dwellings	Non-profit housing	Polling area - 6. Nord	126490.0	126145.0	126365.0	124865.0	124868.0	124659.0	124767.0	124767.0	124705.0	127610.0	127610.0	127697.0	127725.0	127725.0	127638.0	138350.0	138350.0	138288.0	138284.0	138284.0	138222.0	138222.0	138234.0	136152.0	138429.0	139176.0	139176.0	139176.0	138501.0	138501.0	138501.0
Total square meters occupied dwellings	Non-profit housing	Polling area - 6. Øst	151599.0	152402.0	154912.0	156302.0	153148.0	153002.0	153148.0	153148.0	153148.0	153148.0	153148.0	153148.0	153148.0	153148.0	153148.0	153148.0	153140.0	153140.0	153135.0	153135.0	153135.0	153135.0	153240.0	153262.0	153262.0	153262.0	153200.0	153328.0	153328.0	155596.0	155596.0
Total square meters occupied dwellings	Non-profit housing	Polling area - 6. Syd	135970.0	136038.0	136110.0	147962.0	148078.0	148127.0	148212.0	148212.0	148138.0	148138.0	148138.0	148458.0	148396.0	150796.0	150796.0	111636.0	111620.0	111657.0	111657.0	112118.0	113171.0	87669.0	87669.0	87608.0	87724.0	87670.0	87421.0	87421.0	87421.0	87417.0	87419.0
Total square meters occupied dwellings	Non-profit housing	Polling area - 7. Brønshøj	18289.0	18288.0	18288.0	18288.0	18288.0	18288.0	18288.0	18288.0	18288.0	18288.0	18288.0	18288.0	18288.0	18288.0	18288.0	18288.0	18288.0	18288.0	18288.0	18288.0	18288.0	18288.0	23542.0	18288.0	18288.0	18288.0	18288.0	18311.0	18311.0	18311.0	18311.0
Total square meters occupied dwellings	Non-profit housing	Polling area - 7. Nord	178882.0	178954.0	178954.0	178973.0	178973.0	178973.0	178954.0	197660.0	197660.0	197617.0	197617.0	197660.0	197660.0	197660.0	197660.0	197660.0	197664.0	197664.0	197700.0	197821.0	197821.0	202834.0	200887.0	200775.0	201233.0	201233.0	201233.0	201489.0	201489.0	201519.0	201519.0
Total square meters occupied dwellings	Non-profit housing	Polling area - 7. Syd	76742.0	76801.0	78891.0	78540.0	67561.0	70573.0	70793.0	72124.0	72124.0	72124.0	72124.0	72124.0	72124.0	72198.0	72181.0	63667.0	63668.0	63668.0	63668.0	63668.0	63668.0	31868.0	31868.0	44193.0	44193.0	44193.0	44193.0	44342.0	44424.0	44424.0	44424.0
Total square meters occupied dwellings	Non-profit housing	Polling area - 7. Øst	182016.0	181995.0	182009.0	182011.0	181869.0	181949.0	181996.0	182161.0	182161.0	182161.0	182653.0	182738.0	182754.0	182929.0	182929.0	182919.0	182910.0	182910.0	182910.0	182910.0	182989.0	183179.0	183685.0	183681.0	183543.0	183537.0	183537.0	183601.0	183655.0	183655.0	183655.0
Total square meters occupied dwellings	Non-profit housing	Polling area - 7. Vest	109666.0	109666.0	110054.0	109666.0	139399.0	139399.0	139399.0	139399.0	139399.0	139399.0	139399.0	139399.0	139399.0	139399.0	138047.0	138047.0	138047.0	138047.0	138047.0	138047.0	138047.0	138047.0	139214.0	139212.0	139212.0	139191.0	139206.0	139556.0	139556.0	139556.0	139556.0
Total square meters occupied dwellings	Non-profit housing	Polling area - 7. Nordvest	70878.0	70878.0	70878.0	70878.0	70967.0	88826.0	89602.0	121234.0	121234.0	121234.0	121234.0	121236.0	121187.0	121187.0	121187.0	120615.0	120615.0	120615.0	120615.0	120920.0	122593.0	122945.0	122844.0	125497.0	126158.0	126358.0	126358.0	126351.0	126351.0	126351.0	126351.0
Total square meters occupied dwellings	Non-profit housing	Polling area - 7. Katrinedal	8749.0	8749.0	8749.0	11025.0	12362.0	17538.0	17538.0	17538.0	17538.0	17538.0	17538.0	20358.0	20358.0	20358.0	20358.0	23222.0	23222.0	23222.0	20358.0	20358.0	20358.0	23222.0	23239.0	23239.0	23239.0	23239.0	23239.0	23239.0	23239.0	23239.0	26654.0
Total square meters occupied dwellings	Non-profit housing	Polling area - 7. Kirkebjerg	14745.0	7588.0	7588.0	7588.0	7550.0	7550.0	7550.0	7550.0	7550.0	7550.0	7550.0	7550.0	7550.0	7550.0	7550.0	7550.0	7550.0	7550.0	10250.0	10250.0	10250.0	10250.0	10250.0	10329.0	10329.0	10329.0	10329.0	10329.0	10329.0	10329.0	10329.0
Total square meters occupied dwellings	Non-profit housing	Polling area - 7. Vanløse	76252.0	81877.0	81881.0	81881.0	82184.0	97653.0	97472.0	98584.0	100907.0	100797.0	101172.0	101157.0	100699.0	103007.0	103007.0	103022.0	103029.0	102953.0	102953.0	103299.0	103299.0	103219.0	103299.0	103296.0	103296.0	103296.0	103318.0	103318.0	103406.0	103406.0	103406.0
Total square meters occupied dwellings	Non-profit housing	Polling area - 8. Valby	22650.0	22650.0	41545.0	41430.0	41223.0	41224.0	75422.0	75422.0	75343.0	75256.0	75256.0	75256.0	75256.0	74716.0	76928.0	76928.0	76928.0	76928.0	76928.0	76928.0	76928.0	76928.0	76928.0	77007.0	76799.0	76799.0	76712.0	76712.0	76712.0	76712.0	76712.0
Total square meters occupied dwellings	Non-profit housing	Polling area - 8. Nord	37031.0	36922.0	36922.0	36922.0	36834.0	40724.0	40724.0	40724.0	40724.0	40724.0	40724.0	40724.0	40724.0	40724.0	40724.0	30809.0	30809.0	30809.0	30809.0	30809.0	30809.0	30829.0	44047.0	44110.0	44120.0	44120.0	44586.0	44756.0	44771.0	44771.0	44771.0
Total square meters occupied dwellings	Non-profit housing	Polling area - 8. Syd	110331.0	110331.0	110331.0	110331.0	105597.0	109708.0	110608.0	119128.0	119158.0	119158.0	119158.0	119158.0	117834.0	117833.0	117833.0	117833.0	117837.0	117837.0	117837.0	117837.0	117837.0	117837.0	117847.0	117941.0	117941.0	117942.0	122110.0	122110.0	122110.0	127228.0	137963.0
Total square meters occupied dwellings	Non-profit housing	Polling area - 8. Vest	68380.0	68380.0	68380.0	68380.0	68380.0	68323.0	68323.0	68323.0	68323.0	68323.0	68323.0	68323.0	68323.0	68323.0	68315.0	89843.0	89843.0	89843.0	89843.0	89843.0	89843.0	89843.0	89387.0	91091.0	91091.0	91091.0	89870.0	89870.0	89870.0	89870.0	93696.0
Total square meters occupied dwellings	Non-profit housing	Polling area - 8. Sydøst	68221.0	75533.0	75533.0	75395.0	75395.0	75226.0	75226.0	75230.0	75230.0	75230.0	75230.0	75630.0	75630.0	75534.0	75557.0	75921.0	75934.0	75934.0	75934.0	74274.0	74184.0	69560.0	69597.0	78836.0	88392.0	88398.0	96065.0	96155.0	96128.0	96128.0	105239.0
Total square meters occupied dwellings	Non-profit housing	Polling area - 8. Midt	20534.0	20534.0	20534.0	20534.0	25268.0	25268.0	28555.0	29987.0	31972.0	31972.0	31972.0	35050.0	35050.0	35050.0	35050.0	35203.0	35203.0	35203.0	35203.0	35203.0	35203.0	35551.0	35551.0	35505.0	35505.0	35433.0	35505.0	35505.0	35505.0	35505.0	35505.0
Total square meters occupied dwellings	Non-profit housing	Polling area - 9. Vesterbro	3090.0	3090.0	3090.0	6368.0	6570.0	6570.0	7149.0	7671.0	7858.0	7871.0	7871.0	7871.0	8009.0	7972.0	7972.0	7972.0	7972.0	7972.0	7972.0	7972.0	7972.0	8569.0	8569.0	8569.0	8569.0	8569.0	8553.0	8553.0	8553.0	8553.0	8553.0
Total square meters occupied dwellings	Non-profit housing	Polling area - 9. Nord	37603.0	37603.0	38974.0	38916.0	42228.0	40699.0	46124.0	45100.0	44654.0	44654.0	45613.0	45613.0	47504.0	47504.0	47504.0	47584.0	48827.0	48827.0	48827.0	48827.0	48787.0	48787.0	48737.0	48737.0	48712.0	48688.0	48688.0	48688.0	48688.0	48688.0	48688.0
Total square meters occupied dwellings	Non-profit housing	Polling area - 9. Syd	175828.0	189766.0	189766.0	189615.0	238058.0	238900.0	238755.0	238753.0	238971.0	238971.0	239286.0	239286.0	239454.0	239454.0	239429.0	239677.0	239677.0	239762.0	239762.0	239762.0	239772.0	243101.0	247998.0	247932.0	247990.0	247854.0	245006.0	247872.0	247800.0	247800.0	247800.0
Total square meters occupied dwellings	Non-profit housing	Polling area - 9. Øst	2146.0	2743.0	2759.0	2759.0	5078.0	5472.0	5472.0	4730.0	8874.0	15670.0	18866.0	18866.0	18866.0	18866.0	18866.0	18866.0	18866.0	18866.0	18866.0	18866.0	18866.0	20490.0	20490.0	20488.0	21597.0	21916.0	21916.0	21895.0	21895.0	21895.0	21895.0
Total square meters occupied dwellings	Non-profit housing	Polling area - 9. Vest	24091.0	27135.0	27135.0	27135.0	27135.0	27135.0	27135.0	27194.0	27194.0	27194.0	27194.0	27212.0	27212.0	27212.0	27212.0	27212.0	27212.0	27212.0	27212.0	27740.0	27740.0	27740.0	27740.0	27930.0	27930.0	27930.0	27930.0	28007.0	28007.0	28007.0	28007.0
Total square meters occupied dwellings	Non-profit housing	Polling area - 9. Midt	52622.0	78260.0	78260.0	78260.0	78260.0	78167.0	78167.0	78167.0	78098.0	77980.0	77980.0	77980.0	77980.0	77980.0	78101.0	64374.0	64374.0	64374.0	64437.0	64257.0	64257.0	64257.0	64257.0	64257.0	64240.0	64240.0	64240.0	64240.0	65322.0	64240.0	64298.0
Total square meters occupied dwellings	Non-profit housing	Polling area - 9. Sydhavn	48859.0	48859.0	48859.0	48859.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7401.0	20152.0	20152.0	20152.0	14005.0	20152.0	18191.0	30446.0	30446.0	30446.0	30446.0	30446.0	37132.0	40565.0
Total square meters occupied dwellings	Public authorities	Copenhagen total	1606000.0	1569389.0	1550745.0	1534604.0	1523888.0	306411.0	285110.0	274491.0	283514.0	279912.0	280765.0	279297.0	297943.0	296217.0	301601.0	334479.0	317670.0	317270.0	314118.0	342442.0	345765.0	331650.0	318048.0	297465.0	260740.0	252194.0	258358.0	252507.0	252740.0	257184.0	260101.0
Total square meters occupied dwellings	Public authorities	District - Indre By	141718.0	139282.0	139221.0	140080.0	139670.0	82048.0	85007.0	85029.0	81749.0	80260.0	78873.0	78207.0	85766.0	85028.0	84833.0	126360.0	126055.0	125655.0	125669.0	126223.0	129216.0	127719.0	105619.0	95926.0	92777.0	90190.0	90982.0	85518.0	85991.0	88635.0	87799.0
Total square meters occupied dwellings	Public authorities	District - Østerbro	86922.0	86430.0	84815.0	120676.0	120418.0	23341.0	24368.0	24343.0	25896.0	25778.0	25107.0	16621.0	16853.0	15786.0	17073.0	15785.0	16291.0	16291.0	16119.0	31977.0	32541.0	32966.0	25009.0	24995.0	16371.0	16151.0	15569.0	16702.0	16822.0	17181.0	18105.0
Total square meters occupied dwellings	Public authorities	District - Nørrebro	359165.0	340059.0	339775.0	301786.0	291712.0	68224.0	68033.0	66230.0	66905.0	66762.0	66178.0	68273.0	76052.0	76035.0	75188.0	74358.0	73360.0	73360.0	72348.0	68986.0	68986.0	67890.0	66364.0	80841.0	51171.0	51171.0	52524.0	53339.0	53143.0	54219.0	55142.0
Total square meters occupied dwellings	Public authorities	District - Vesterbro/Kongens Enghave	304282.0	270841.0	270734.0	277021.0	277247.0	25953.0	33416.0	32519.0	42233.0	37890.0	40072.0	43931.0	44099.0	44282.0	46826.0	41891.0	28565.0	28565.0	29151.0	29238.0	28953.0	29284.0	29284.0	24768.0	28040.0	22390.0	22390.0	21284.0	21284.0	21284.0	21060.0
Total square meters occupied dwellings	Public authorities	District - Valby	127881.0	147359.0	131457.0	131423.0	131174.0	45126.0	12541.0	8215.0	7978.0	7599.0	8745.0	9009.0	9056.0	8935.0	8815.0	8475.0	8475.0	8475.0	8257.0	8097.0	8251.0	8097.0	8266.0	8302.0	7962.0	9638.0	14308.0	12629.0	12629.0	13061.0	13061.0
Total square meters occupied dwellings	Public authorities	District - Vanløse	33049.0	33088.0	33276.0	33276.0	33104.0	4500.0	4350.0	4119.0	3906.0	3463.0	3383.0	3261.0	3261.0	3261.0	3261.0	3073.0	2972.0	2972.0	2972.0	2353.0	2353.0	2224.0	11426.0	2054.0	2555.0	2555.0	2555.0	2555.0	2555.0	2555.0	2875.0
Total square meters occupied dwellings	Public authorities	District - Brønshøj-Husum	92475.0	91809.0	91390.0	91330.0	91058.0	26337.0	25812.0	25858.0	25654.0	25396.0	25517.0	25910.0	25887.0	24137.0	24137.0	24028.0	23394.0	23394.0	23196.0	24624.0	24521.0	24256.0	24825.0	25207.0	25036.0	25191.0	25191.0	25116.0	24893.0	24861.0	26749.0
Total square meters occupied dwellings	Public authorities	District - Bispebjerg	315623.0	315498.0	315469.0	294850.0	294151.0	7693.0	7407.0	4966.0	4966.0	7000.0	6746.0	4975.0	4912.0	4972.0	5374.0	4897.0	4897.0	4897.0	6332.0	9213.0	9213.0	8911.0	8943.0	8378.0	8378.0	8446.0	8512.0	8512.0	8512.0	8512.0	8512.0
Total square meters occupied dwellings	Public authorities	District - Amager Øst	97804.0	97828.0	97638.0	97122.0	97266.0	4416.0	5495.0	5526.0	5130.0	6827.0	6892.0	10000.0	10653.0	11382.0	13849.0	13367.0	10997.0	10997.0	9650.0	9650.0	9650.0	9108.0	9650.0	9108.0	10440.0	8870.0	8870.0	10019.0	10019.0	10011.0	10011.0
Total square meters occupied dwellings	Public authorities	District - Amager Vest	47081.0	47195.0	46970.0	47040.0	48088.0	18773.0	18681.0	17686.0	19097.0	18937.0	19252.0	19110.0	21404.0	22399.0	22245.0	22245.0	22664.0	22664.0	20424.0	32081.0	32081.0	21195.0	28662.0	17886.0	18010.0	17592.0	17457.0	16833.0	16892.0	16865.0	16787.0
Total square meters occupied dwellings	Public authorities	Polling area - 1. Østerbro	7564.0	7564.0	6623.0	6498.0	6317.0	2178.0	2178.0	2178.0	2178.0	2178.0	2178.0	2578.0	2380.0	1898.0	1898.0	610.0	499.0	499.0	499.0	499.0	499.0	499.0	499.0	499.0	499.0	499.0	499.0	499.0	499.0	499.0	499.0
Total square meters occupied dwellings	Public authorities	Polling area - 1. Øst	610.0	284.0	284.0	284.0	188.0	188.0	188.0	188.0	188.0	188.0	188.0	188.0	284.0	188.0	188.0	188.0	188.0	188.0	188.0	188.0	188.0	188.0	188.0	188.0	188.0	188.0	188.0	188.0	188.0	188.0	188.0
Total square meters occupied dwellings	Public authorities	Polling area - 1. Nord	29104.0	28971.0	29015.0	28916.0	28980.0	8825.0	8825.0	8909.0	10462.0	9142.0	8733.0	8733.0	8793.0	8664.0	9951.0	9951.0	10568.0	10568.0	10396.0	17297.0	17297.0	18005.0	10048.0	9395.0	9433.0	9375.0	9067.0	9067.0	9067.0	9067.0	9067.0
Total square meters occupied dwellings	Public authorities	Polling area - 1. Syd	17130.0	17097.0	17380.0	17506.0	17562.0	8930.0	9767.0	9767.0	9767.0	10969.0	10653.0	1767.0	2041.0	2041.0	2041.0	2041.0	2041.0	2041.0	2041.0	10998.0	10998.0	10715.0	10715.0	10715.0	2248.0	2248.0	1974.0	2099.0	2099.0	1846.0	2194.0
Total square meters occupied dwellings	Public authorities	Polling area - 1. Vest	194.0	194.0	194.0	36153.0	36055.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	324.0	162.0	162.0	162.0	162.0	162.0	162.0
Total square meters occupied dwellings	Public authorities	Polling area - 1. Nordvest	32320.0	32320.0	31319.0	31319.0	31316.0	3220.0	3410.0	3301.0	3301.0	3301.0	3355.0	3355.0	3355.0	2995.0	2995.0	2995.0	2995.0	2995.0	2995.0	2995.0	3559.0	3559.0	3559.0	4198.0	3679.0	3679.0	3679.0	4687.0	4807.0	5419.0	5995.0
Total square meters occupied dwellings	Public authorities	Polling area - 2. Sundbyvester	3842.0	3842.0	3666.0	3666.0	3735.0	3701.0	3717.0	4093.0	4093.0	4056.0	3850.0	3850.0	3850.0	3850.0	3696.0	3696.0	4068.0	4068.0	4068.0	4068.0	4068.0	4068.0	2133.0	2133.0	2311.0	1893.0	1893.0	1893.0	1893.0	1893.0	1893.0
Total square meters occupied dwellings	Public authorities	Polling area - 2. Nord	11182.0	10842.0	10842.0	10842.0	11763.0	9866.0	9866.0	8495.0	9906.0	9783.0	10304.0	10304.0	10304.0	11299.0	11299.0	11299.0	11299.0	11299.0	11299.0	11299.0	11299.0	12171.0	21789.0	11013.0	11013.0	11013.0	11013.0	11141.0	11141.0	11141.0	11141.0
Total square meters occupied dwellings	Public authorities	Polling area - 2. Syd	200.0	378.0	378.0	378.0	378.0	378.0	270.0	270.0	270.0	270.0	270.0	270.0	270.0	270.0	270.0	270.0	270.0	270.0	371.0	12028.0	12028.0	270.0	270.0	270.0	270.0	270.0	270.0	270.0	297.0	270.0	430.0
Total square meters occupied dwellings	Public authorities	Polling area - 2. Øst	19175.0	19396.0	19347.0	19417.0	19475.0	4389.0	4389.0	4389.0	4389.0	4389.0	4389.0	4247.0	4247.0	4247.0	4247.0	4247.0	4247.0	4247.0	4247.0	4247.0	4247.0	4247.0	4031.0	4031.0	3977.0	3977.0	3842.0	3090.0	3122.0	3122.0	3122.0
Total square meters occupied dwellings	Public authorities	Polling area - 2. Vest	12682.0	12737.0	12737.0	12737.0	12737.0	439.0	439.0	439.0	439.0	439.0	439.0	439.0	2733.0	2733.0	2733.0	2733.0	2780.0	2780.0	439.0	439.0	439.0	439.0	439.0	439.0	439.0	439.0	439.0	439.0	439.0	439.0	201.0
Total square meters occupied dwellings	Public authorities	Polling area - 3. Indre By	13018.0	12928.0	12826.0	14023.0	14029.0	8219.0	9676.0	9676.0	9572.0	8915.0	8161.0	8209.0	8164.0	8164.0	7990.0	7510.0	7094.0	6694.0	6694.0	6694.0	6694.0	6570.0	6635.0	6414.0	6210.0	6210.0	8965.0	8965.0	9467.0	8253.0	7563.0
Total square meters occupied dwellings	Public authorities	Polling area - 3. Nord	4458.0	4325.0	5960.0	5822.0	5750.0	719.0	719.0	719.0	577.0	577.0	354.0	354.0	354.0	354.0	354.0	354.0	354.0	354.0	354.0	354.0	354.0	354.0	270.0	270.0	419.0	419.0	419.0	419.0	419.0	419.0	419.0
Total square meters occupied dwellings	Public authorities	Polling area - 3. Syd	34009.0	33888.0	33888.0	32969.0	32931.0	3769.0	5221.0	5151.0	2117.0	1847.0	1847.0	1847.0	1847.0	1847.0	1847.0	43936.0	43936.0	43936.0	43936.0	44285.0	44285.0	44262.0	22181.0	13477.0	13379.0	13266.0	13120.0	13431.0	13382.0	17240.0	17094.0
Total square meters occupied dwellings	Public authorities	Polling area - 3. Øst	90233.0	88141.0	86547.0	87266.0	86960.0	69341.0	69391.0	69483.0	69483.0	68921.0	68511.0	67797.0	75401.0	74663.0	74642.0	74560.0	74671.0	74671.0	74685.0	74890.0	77883.0	76533.0	76533.0	75765.0	72769.0	70295.0	68478.0	62703.0	62723.0	62723.0	62723.0
Total square meters occupied dwellings	Public authorities	Polling area - 4. Sundbyøster	24128.0	24128.0	24128.0	24058.0	24014.0	65.0	65.0	65.0	65.0	65.0	65.0	65.0	65.0	65.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Total square meters occupied dwellings	Public authorities	Polling area - 4. Nord	37274.0	37263.0	37073.0	36716.0	36906.0	3184.0	4501.0	4447.0	4051.0	5829.0	5894.0	9002.0	9102.0	9831.0	12363.0	12003.0	9815.0	9815.0	8468.0	8468.0	8468.0	7926.0	8468.0	7926.0	7926.0	7926.0	7926.0	7926.0	7926.0	7926.0	7926.0
Total square meters occupied dwellings	Public authorities	Polling area - 4. Syd	18582.0	18617.0	18617.0	18528.0	18498.0	308.0	190.0	190.0	190.0	312.0	312.0	312.0	312.0	312.0	312.0	190.0	190.0	190.0	190.0	190.0	190.0	190.0	190.0	190.0	190.0	190.0	190.0	190.0	190.0	182.0	182.0
Total square meters occupied dwellings	Public authorities	Polling area - 4. Øst	17820.0	17820.0	17820.0	17820.0	17848.0	859.0	739.0	824.0	824.0	621.0	621.0	621.0	1174.0	1174.0	1174.0	1174.0	992.0	992.0	992.0	992.0	992.0	992.0	992.0	992.0	2324.0	754.0	754.0	1903.0	1903.0	1903.0	1903.0
Total square meters occupied dwellings	Public authorities	Polling area - 5. Nørrebro	111395.0	92856.0	92725.0	92653.0	94895.0	35863.0	33382.0	32599.0	33496.0	33496.0	32909.0	34419.0	34419.0	34317.0	32433.0	32583.0	32583.0	32583.0	32465.0	32465.0	32465.0	31495.0	31087.0	31087.0	31154.0	31154.0	32458.0	33055.0	33055.0	34131.0	34131.0
Total square meters occupied dwellings	Public authorities	Polling area - 5. Nord	31641.0	31513.0	31388.0	31202.0	20195.0	9315.0	9730.0	9587.0	9315.0	9172.0	9175.0	9382.0	9653.0	9801.0	9691.0	9238.0	9238.0	9238.0	9008.0	9008.0	9008.0	8882.0	8882.0	8882.0	8793.0	8793.0	8793.0	8793.0	8866.0	8866.0	9789.0
Total square meters occupied dwellings	Public authorities	Polling area - 5. Nørrebrohallen	36498.0	36498.0	36498.0	443.0	443.0	443.0	443.0	443.0	443.0	475.0	475.0	736.0	736.0	673.0	673.0	673.0	673.0	673.0	673.0	673.0	673.0	673.0	673.0	14635.0	673.0	673.0	673.0	673.0	673.0	673.0	673.0
Total square meters occupied dwellings	Public authorities	Polling area - 5. Syd	8289.0	8289.0	8849.0	8849.0	8849.0	3707.0	3659.0	3654.0	3654.0	3654.0	3654.0	3728.0	11138.0	11138.0	11159.0	10632.0	9609.0	9609.0	9609.0	9609.0	9609.0	9609.0	9609.0	10367.0	10367.0	10367.0	10367.0	10367.0	10098.0	10098.0	10098.0
Total square meters occupied dwellings	Public authorities	Polling area - 5. Øst	31583.0	31435.0	30973.0	29297.0	27992.0	17924.0	19847.0	19847.0	19897.0	19965.0	19965.0	20008.0	20106.0	20106.0	21232.0	21232.0	21257.0	21257.0	20593.0	17231.0	17231.0	17231.0	16113.0	15870.0	184.0	184.0	184.0	184.0	184.0	184.0	184.0
